text,true_label,predicted_label,confidence,positive_probability,negative_probability,correct
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",POSITIVE,POSITIVE,0.8014,0.8014,0.1986,True
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",POSITIVE,POSITIVE,0.9617,0.9617,0.0383,True
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,POSITIVE,NEGATIVE,0.998,0.002,0.998,False
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",POSITIVE,NEGATIVE,0.9006,0.0994,0.9006,False
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,POSITIVE,NEGATIVE,0.9901,0.0099,0.9901,False
"Thus the method will cut working costs , and will fasten the planning and building processes .",POSITIVE,NEGATIVE,0.8828,0.1172,0.8828,False
"By cutting the number of plants , the group will trim fixed costs .",POSITIVE,POSITIVE,0.9124,0.9124,0.0876,True
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",NEGATIVE,NEGATIVE,0.9988,0.0012,0.9988,True
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,NEGATIVE,NEGATIVE,0.9989,0.0011,0.9989,True
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,NEGATIVE,NEGATIVE,0.9978,0.0022,0.9978,True
"In this case , the effect would be negative in Finland .",NEGATIVE,NEGATIVE,0.999,0.001,0.999,True
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,NEGATIVE,NEGATIVE,0.987,0.013,0.987,True
"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",NEGATIVE,NEGATIVE,0.931,0.069,0.931,True
Possible personnel reductions concern approximately 104 people .,NEGATIVE,NEGATIVE,0.9792,0.0208,0.9792,True
"That 's what I go to bed worrying about every night , ' he said .",NEGATIVE,POSITIVE,0.9879,0.9879,0.0121,False
The company initially estimated that it would cut up to 30 jobs .,NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
The number of bodily injury cases quadrupled in 2000-2006 .,NEGATIVE,NEGATIVE,0.8177,0.1823,0.8177,True
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",NEGATIVE,NEGATIVE,0.9614,0.0386,0.9614,True
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,NEGATIVE,NEGATIVE,0.9907,0.0093,0.9907,True
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",NEGATIVE,NEGATIVE,0.9914,0.0086,0.9914,True
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,NEGATIVE,NEGATIVE,0.9946,0.0054,0.9946,True
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",NEGATIVE,NEGATIVE,0.9906,0.0094,0.9906,True
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",NEGATIVE,NEGATIVE,0.9754,0.0246,0.9754,True
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",NEGATIVE,NEGATIVE,0.9988,0.0012,0.9988,True
Applying for summer work is seen as laborious and stressful .,NEGATIVE,NEGATIVE,0.978,0.022,0.978,True
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,NEGATIVE,NEGATIVE,0.9971,0.0029,0.9971,True
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",NEGATIVE,NEGATIVE,0.9849,0.0151,0.9849,True
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,NEGATIVE,NEGATIVE,0.5724,0.4276,0.5724,True
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",NEGATIVE,NEGATIVE,0.9977,0.0023,0.9977,True
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,NEGATIVE,NEGATIVE,0.9959,0.0041,0.9959,True
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",NEGATIVE,NEGATIVE,0.7742,0.2258,0.7742,True
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",NEGATIVE,NEGATIVE,0.7906,0.2094,0.7906,True
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,NEGATIVE,NEGATIVE,0.9971,0.0029,0.9971,True
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,NEGATIVE,NEGATIVE,0.9993,0.0007,0.9993,True
"In Sweden , there is an oversupply of pharmacies .",NEGATIVE,NEGATIVE,0.9973,0.0027,0.9973,True
Incap Furniture is presently negotiating staff cuts .,NEGATIVE,NEGATIVE,0.999,0.001,0.999,True
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
It is a disappointment to see the plan folded .,NEGATIVE,NEGATIVE,0.9998,0.0002,0.9998,True
It is the most awkward thing to use if you 're holding the phone with one hand .,NEGATIVE,NEGATIVE,0.9986,0.0014,0.9986,True
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",NEGATIVE,NEGATIVE,0.9823,0.0177,0.9823,True
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,NEGATIVE,NEGATIVE,0.9987,0.0013,0.9987,True
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",NEGATIVE,NEGATIVE,0.9817,0.0183,0.9817,True
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",NEGATIVE,NEGATIVE,0.9965,0.0035,0.9965,True
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"More than 14,000 customers were left powerless .",NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,NEGATIVE,NEGATIVE,0.999,0.001,0.999,True
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",NEGATIVE,NEGATIVE,0.9982,0.0018,0.9982,True
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",NEGATIVE,POSITIVE,0.9666,0.9666,0.0334,False
The measures result from weak demand in the shipbuilding industry .,NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",NEGATIVE,NEGATIVE,0.9946,0.0054,0.9946,True
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
They are also upset that some of the machinery and work is taken over to Poland .,NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,NEGATIVE,POSITIVE,0.9837,0.9837,0.0163,False
This is bad news for the barbeque season .,NEGATIVE,NEGATIVE,0.9998,0.0002,0.9998,True
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",NEGATIVE,NEGATIVE,0.735,0.265,0.735,True
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",NEGATIVE,NEGATIVE,0.9992,0.0008,0.9992,True
Viking Line has canceled some services .,NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",POSITIVE,NEGATIVE,0.6873,0.3127,0.6873,False
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",NEGATIVE,NEGATIVE,0.985,0.015,0.985,True
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",NEGATIVE,NEGATIVE,0.9931,0.0069,0.9931,True
"However , the suspect stole his burgundy Nissan Altima .",NEGATIVE,NEGATIVE,0.9873,0.0127,0.9873,True
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",NEGATIVE,NEGATIVE,0.9998,0.0002,0.9998,True
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",NEGATIVE,NEGATIVE,0.9979,0.0021,0.9979,True
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,NEGATIVE,NEGATIVE,0.997,0.003,0.997,True
Metso estimates the need for personnel reductions to amount to 25 people .,NEGATIVE,NEGATIVE,0.9896,0.0104,0.9896,True
Most of the layoffs will be in Finland .,NEGATIVE,NEGATIVE,0.9841,0.0159,0.9841,True
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",NEGATIVE,NEGATIVE,0.9979,0.0021,0.9979,True
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,NEGATIVE,NEGATIVE,0.9981,0.0019,0.9981,True
"The dollar fell , though , against the pound and the yen .",NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,NEGATIVE,NEGATIVE,0.9929,0.0071,0.9929,True
The total number of filling stations has been on the decrease recently .,NEGATIVE,NEGATIVE,0.92,0.08,0.92,True
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",NEGATIVE,NEGATIVE,0.9957,0.0043,0.9957,True
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,NEGATIVE,NEGATIVE,0.9745,0.0255,0.9745,True
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,NEGATIVE,NEGATIVE,0.9992,0.0008,0.9992,True
`` Those uncertainties cloud the long-term outlook . '',NEGATIVE,NEGATIVE,0.9975,0.0025,0.9975,True
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",NEGATIVE,NEGATIVE,0.9747,0.0253,0.9747,True
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",NEGATIVE,NEGATIVE,0.9632,0.0368,0.9632,True
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",NEGATIVE,NEGATIVE,0.999,0.001,0.999,True
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,NEGATIVE,NEGATIVE,0.9875,0.0125,0.9875,True
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
The air traffic of Finland has been in stoppage since then .,NEGATIVE,NEGATIVE,0.9556,0.0444,0.9556,True
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,NEGATIVE,NEGATIVE,0.9936,0.0064,0.9936,True
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
The situation of coated magazine printing paper will continue to be weak .,NEGATIVE,NEGATIVE,0.9998,0.0002,0.9998,True
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,NEGATIVE,NEGATIVE,0.9929,0.0071,0.9929,True
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",NEGATIVE,NEGATIVE,0.9908,0.0092,0.9908,True
And U.S. energy executives say high steel prices are threatening energy exploration .,NEGATIVE,NEGATIVE,0.9961,0.0039,0.9961,True
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",NEGATIVE,NEGATIVE,0.9986,0.0014,0.9986,True
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",NEGATIVE,NEGATIVE,0.9989,0.0011,0.9989,True
"Divisional sales demand in the half remained `` inconsistent '' , it added .",NEGATIVE,NEGATIVE,0.9987,0.0013,0.9987,True
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",NEGATIVE,NEGATIVE,0.9988,0.0012,0.9988,True
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,NEGATIVE,NEGATIVE,0.9979,0.0021,0.9979,True
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,NEGATIVE,NEGATIVE,0.9797,0.0203,0.9797,True
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",NEGATIVE,NEGATIVE,0.9964,0.0036,0.9964,True
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",NEGATIVE,NEGATIVE,0.9921,0.0079,0.9921,True
Full-year operating result for 2008 was 3.6 million negative .,NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,NEGATIVE,NEGATIVE,0.9964,0.0036,0.9964,True
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",NEGATIVE,NEGATIVE,0.9947,0.0053,0.9947,True
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,NEGATIVE,NEGATIVE,0.9987,0.0013,0.9987,True
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,NEGATIVE,NEGATIVE,0.9924,0.0076,0.9924,True
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",NEGATIVE,NEGATIVE,0.9934,0.0066,0.9934,True
Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,NEGATIVE,NEGATIVE,0.9983,0.0017,0.9983,True
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",NEGATIVE,NEGATIVE,0.9973,0.0027,0.9973,True
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",NEGATIVE,NEGATIVE,0.9987,0.0013,0.9987,True
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",NEGATIVE,NEGATIVE,0.9985,0.0015,0.9985,True
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,NEGATIVE,NEGATIVE,0.9966,0.0034,0.9966,True
Net sales have been eaten by the weak US dollar .,NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",NEGATIVE,NEGATIVE,0.9919,0.0081,0.9919,True
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",NEGATIVE,NEGATIVE,0.9998,0.0002,0.9998,True
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",NEGATIVE,NEGATIVE,0.9907,0.0093,0.9907,True
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",NEGATIVE,NEGATIVE,0.9929,0.0071,0.9929,True
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",NEGATIVE,NEGATIVE,0.9929,0.0071,0.9929,True
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",NEGATIVE,NEGATIVE,0.9949,0.0051,0.9949,True
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,NEGATIVE,NEGATIVE,0.9432,0.0568,0.9432,True
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
Reported operating margin was a negative 5.9 % .,NEGATIVE,NEGATIVE,0.9973,0.0027,0.9973,True
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,NEGATIVE,NEGATIVE,0.9958,0.0042,0.9958,True
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,NEGATIVE,NEGATIVE,0.8368,0.1632,0.8368,True
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
The maritime administration said the ships had ignored warnings about the icy conditions .,NEGATIVE,NEGATIVE,0.998,0.002,0.998,True
"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",NEGATIVE,NEGATIVE,0.9875,0.0125,0.9875,True
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",NEGATIVE,NEGATIVE,0.9978,0.0022,0.9978,True
The recent troubles simply make NETeller cheaper .,NEGATIVE,POSITIVE,0.9707,0.9707,0.0293,False
The union filed a grievance over the company 's overtime assignment policies .,NEGATIVE,NEGATIVE,0.9965,0.0035,0.9965,True
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,NEGATIVE,NEGATIVE,0.996,0.004,0.996,True
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",NEGATIVE,NEGATIVE,0.9655,0.0345,0.9655,True
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",NEGATIVE,NEGATIVE,0.9925,0.0075,0.9925,True
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",NEGATIVE,NEGATIVE,0.9941,0.0059,0.9941,True
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",NEGATIVE,NEGATIVE,0.9962,0.0038,0.9962,True
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
EPS dropped to EUR0 .2 from EUR0 .3 .,NEGATIVE,NEGATIVE,0.9914,0.0086,0.9914,True
"Kiosk and cinema operations have suffered , in particular .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,NEGATIVE,NEGATIVE,0.9987,0.0013,0.9987,True
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,NEGATIVE,NEGATIVE,0.9983,0.0017,0.9983,True
The dismissed staff members will now take the matter to court unless it can be settled outside .,NEGATIVE,NEGATIVE,0.9992,0.0008,0.9992,True
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",NEGATIVE,NEGATIVE,0.9957,0.0043,0.9957,True
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",NEGATIVE,POSITIVE,0.5734,0.5734,0.4266,False
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",NEGATIVE,NEGATIVE,0.9975,0.0025,0.9975,True
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",NEGATIVE,NEGATIVE,0.9983,0.0017,0.9983,True
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",POSITIVE,POSITIVE,0.9989,0.9989,0.0011,True
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",POSITIVE,POSITIVE,0.9987,0.9987,0.0013,True
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,POSITIVE,POSITIVE,0.9089,0.9089,0.0911,True
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,POSITIVE,NEGATIVE,0.9926,0.0074,0.9926,False
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",POSITIVE,NEGATIVE,0.919,0.081,0.919,False
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",POSITIVE,POSITIVE,0.9991,0.9991,0.0009,True
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",POSITIVE,POSITIVE,0.9999,0.9999,0.0001,True
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,POSITIVE,POSITIVE,0.9994,0.9994,0.0006,True
The main strength of the cooperation project lies in merging the know-how of two large companies .,POSITIVE,POSITIVE,0.9992,0.9992,0.0008,True
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",POSITIVE,POSITIVE,0.9977,0.9977,0.0023,True
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",POSITIVE,POSITIVE,0.9992,0.9992,0.0008,True
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",POSITIVE,POSITIVE,0.9994,0.9994,0.0006,True
